35 116
1 1 1.2857142857142856
2 2 2.5000000000000004
3 3 -2.142857142857143
4 4 -7.071428571428571
5 5 8.071428571428571
6 6 0.7142857142857144
7 7 -0.4285714285714284
8 8 -6.5
9 9 -0.1428571428571428
10 10 -3.6428571428571432
11 11 6.142857142857142
12 12 -3.5
13 13 2.2857142857142856
14 14 -2.3571428571428577
15 15 2.357142857142857
16 16 -2.0000000000000004
17 17 -2.428571428571429
18 18 4.142857142857142
19 19 -3.357142857142857
20 20 -7.357142857142858
21 21 -3.357142857142857
22 22 0.4285714285714286
23 23 3.4285714285714284
24 24 6.071428571428571
25 25 -1.7142857142857144
26 26 -1.142857142857143
27 27 -3.8571428571428568
28 28 -5.785714285714286
29 29 -3.571428571428572
30 30 -3.357142857142857
31 31 -1.4285714285714286
32 32 0.07142857142857117
33 33 -1.9285714285714286
34 34 -3.6428571428571432
35 35 -4.5
1 2 -1.3571428571428572
1 5 2.0
1 13 -1.3571428571428572
1 18 -1.3571428571428572
1 21 1.3571428571428572
1 27 -0.5714285714285714
2 3 2.0
2 5 -1.7857142857142858
2 6 1.3571428571428572
2 7 -1.7857142857142858
2 32 -0.9285714285714286
3 4 2.0
3 5 -2.0
3 7 1.3571428571428572
3 11 -1.7857142857142858
3 14 0.5714285714285714
4 7 2.0
4 8 1.7857142857142858
4 20 0.9285714285714286
4 25 -0.5714285714285714
4 34 0.9285714285714286
5 6 -1.3571428571428572
5 7 -1.7857142857142858
5 13 -1.3571428571428572
5 18 -1.7857142857142858
6 22 -1.7857142857142858
6 28 2.0
6 32 -0.9285714285714286
7 8 2.0
7 34 -1.3571428571428572
8 12 1.7857142857142858
8 15 -1.7857142857142858
8 20 0.9285714285714286
8 25 1.7857142857142858
9 11 -1.7857142857142858
9 14 0.5714285714285714
9 21 1.3571428571428572
10 12 0.9285714285714286
10 15 0.9285714285714286
10 29 1.7857142857142858
11 16 -0.5714285714285714
11 32 -2.0
12 15 -0.5714285714285714
12 17 1.3571428571428572
13 14 1.7857142857142858
13 18 -1.3571428571428572
14 16 -0.5714285714285714
15 17 -0.9285714285714286
16 22 1.3571428571428572
16 32 1.7857142857142858
17 30 2.0
18 31 -0.5714285714285714
18 34 0.9285714285714286
19 20 1.7857142857142858
19 23 2.0
19 25 -1.7857142857142858
19 29 1.3571428571428572
20 25 1.3571428571428572
20 26 1.7857142857142858
20 33 0.5714285714285714
21 23 -1.3571428571428572
21 27 2.0
22 24 -2.0
22 28 2.0
23 27 -1.3571428571428572
23 29 -1.3571428571428572
23 31 -1.3571428571428572
24 26 -1.3571428571428572
24 28 -0.9285714285714286
24 30 -1.7857142857142858
25 26 0.9285714285714286
26 30 1.7857142857142858
26 33 -2.0
27 29 1.7857142857142858
27 31 2.0
28 30 1.3571428571428572
28 35 1.3571428571428572
31 34 1.3571428571428572
32 33 2.0
33 35 1.3571428571428572
34 35 1.7857142857142858
