118 436
1 1 2.214285714285715
2 2 7.428571428571429
3 3 1.0714285714285712
4 4 -3.7142857142857144
5 5 -2.571428571428571
6 6 -2.2857142857142856
7 7 -1.5714285714285714
8 8 -4.571428571428571
9 9 -4.357142857142858
10 10 0.9285714285714286
11 11 -2.357142857142857
12 12 0.5714285714285714
13 13 -0.1428571428571428
14 14 -1.142857142857143
15 15 -5.928571428571429
16 16 -0.9999999999999998
17 17 2.2142857142857144
18 18 1.2142857142857146
19 19 -1.8571428571428572
20 20 -0.8571428571428572
21 21 -0.2857142857142856
22 22 -4.928571428571429
23 23 -3.0
24 24 -6.928571428571429
25 25 -2.928571428571429
26 26 -0.7857142857142854
27 27 0.4285714285714286
28 28 -0.2142857142857144
29 29 -1.9999999999999998
30 30 1.571428571428572
31 31 -3.5
32 32 3.7857142857142856
33 33 3.7142857142857144
34 34 2.2857142857142856
35 35 -4.0
36 36 -0.21428571428571375
37 37 1.7857142857142858
38 38 -1.9285714285714286
39 39 -2.0
40 40 -5.357142857142858
41 41 -2.0
42 42 -0.3571428571428572
43 43 0.2857142857142858
44 44 -0.21428571428571397
45 45 -2.857142857142857
47 47 1.1428571428571432
48 48 0.8571428571428572
49 49 0.49999999999999956
50 50 -4.642857142857142
51 51 -1.642857142857143
52 52 1.1428571428571432
53 53 1.8571428571428572
54 54 -3.6428571428571432
55 55 -7.0
56 56 4.428571428571429
57 57 6.5
58 58 2.071428571428572
59 59 -6.5
60 60 -2.1428571428571432
61 61 -5.428571428571429
62 62 -2.857142857142857
63 63 -7.2857142857142865
64 64 5.642857142857143
65 65 -2.5
66 66 0.0714285714285714
67 67 -1.2857142857142858
68 68 4.857142857142858
69 69 -0.2142857142857142
70 70 2.5
71 71 3.5
72 72 -1.8571428571428574
73 73 2.2142857142857144
74 74 1.3571428571428574
75 75 -0.35714285714285743
76 76 -3.571428571428572
77 77 -3.1428571428571432
78 78 -0.9285714285714286
79 79 1.571428571428571
80 80 -2.220446049250313e-16
81 81 -2.7857142857142856
82 82 0.5714285714285714
83 83 2.071428571428571
84 84 -2.6428571428571432
85 85 1.7857142857142858
86 86 -4.428571428571429
87 87 -0.3571428571428572
88 88 2.8571428571428568
89 89 -1.3571428571428572
90 90 2.6428571428571432
91 91 3.5
92 92 2.142857142857143
93 93 3.2142857142857153
94 94 0.785714285714286
95 95 5.857142857142858
96 96 -0.5
97 97 3.6428571428571432
98 98 2.857142857142857
99 99 0.5714285714285716
100 100 -5.928571428571429
101 101 -4.071428571428572
102 102 0.8571428571428572
103 103 2.1428571428571432
104 104 1.0714285714285716
105 105 -1.7857142857142865
106 106 -3.7857142857142856
107 107 -1.857142857142857
108 108 -0.9285714285714286
109 109 2.220446049250313e-16
110 110 -1.357142857142857
111 111 -2.3571428571428568
112 112 4.928571428571429
113 113 -2.2857142857142856
114 114 -1.4999999999999996
115 115 1.8571428571428572
116 116 -0.8571428571428572
117 117 2.7857142857142856
118 118 3.6428571428571432
1 2 -0.9285714285714286
1 5 1.3571428571428572
1 17 -2.0
1 21 0.5714285714285714
1 38 -1.7857142857142858
1 43 0.5714285714285714
2 3 -2.0
2 5 -1.7857142857142858
2 6 1.3571428571428572
2 62 -1.3571428571428572
2 66 -1.7857142857142858
2 85 -0.9285714285714286
3 4 0.5714285714285714
3 6 -1.3571428571428572
3 7 -1.7857142857142858
3 9 -0.5714285714285714
3 11 1.7857142857142858
3 104 0.9285714285714286
3 108 1.3571428571428572
4 7 1.3571428571428572
4 8 1.7857142857142858
4 54 -0.5714285714285714
4 58 0.5714285714285714
5 6 0.9285714285714286
5 38 1.7857142857142858
5 43 0.9285714285714286
5 62 1.3571428571428572
5 66 -2.0
6 7 0.5714285714285714
6 85 -0.5714285714285714
6 104 1.3571428571428572
7 8 -0.5714285714285714
7 9 2.0
8 54 2.0
8 58 -2.0
8 78 1.3571428571428572
8 81 2.0
9 10 0.9285714285714286
9 11 0.9285714285714286
9 98 2.0
9 102 -0.9285714285714286
10 11 -0.9285714285714286
10 31 0.9285714285714286
10 48 -0.9285714285714286
10 52 -0.9285714285714286
11 31 0.5714285714285714
12 15 -0.5714285714285714
13 14 -0.9285714285714286
13 20 -0.5714285714285714
13 26 0.5714285714285714
13 42 -0.9285714285714286
13 46 2.0
14 15 2.0
14 22 2.0
14 65 -1.3571428571428572
