118 435
1 1 2.1428571428571423
2 2 -0.642857142857143
3 3 -5.714285714285714
4 4 -7.499999999999999
5 5 -3.071428571428572
6 6 -1.6428571428571428
7 7 3.2857142857142856
8 8 -2.2857142857142856
9 9 -5.214285714285714
10 10 0.7142857142857144
11 11 -0.4999999999999998
12 12 -2.0
13 13 -3.0
14 14 -4.714285714285714
15 15 -3.1428571428571432
16 16 -0.7857142857142858
17 17 -2.1428571428571432
18 18 1.071428571428571
19 19 1.1428571428571428
20 20 1.8571428571428572
21 21 0.642857142857143
22 22 3.3571428571428577
23 23 -3.7857142857142856
24 24 0.5714285714285714
25 25 4.214285714285714
26 26 -2.0
27 27 2.928571428571429
28 28 0.4285714285714286
29 29 3.0
30 30 -1.642857142857143
31 31 -1.642857142857143
32 32 4.571428571428571
33 33 -5.214285714285715
34 34 -1.5
35 35 -3.142857142857143
36 36 -2.928571428571429
37 37 5.285714285714286
38 38 -1.5714285714285714
39 39 0.5714285714285714
40 40 2.2857142857142856
41 41 4.285714285714286
42 42 1.357142857142857
43 43 -0.9285714285714286
44 44 2.7142857142857144
45 45 0.5
46 46 -3.1428571428571432
47 47 1.7857142857142858
48 48 7.357142857142858
49 49 1.571428571428572
50 50 3.5
51 51 -4.071428571428571
52 52 3.5
53 53 1.4285714285714286
54 54 -0.4285714285714288
55 55 4.785714285714286
56 56 0.7857142857142858
57 57 2.8571428571428577
58 58 1.214285714285714
59 59 5.857142857142857
60 60 -0.642857142857143
61 61 2.3571428571428577
62 62 0.4285714285714284
63 63 -0.07142857142857117
64 64 1.5714285714285714
65 65 -1.8571428571428572
66 66 1.5714285714285716
67 67 -1.5
68 68 -2.6428571428571432
69 69 1.5714285714285714
70 70 3.6428571428571432
71 71 2.2857142857142856
72 72 4.857142857142857
73 73 1.5
74 74 1.9999999999999998
75 75 -6.071428571428572
76 76 -0.9285714285714284
77 77 3.571428571428572
78 78 -4.714285714285714
79 79 -2.571428571428571
80 80 2.1428571428571432
81 81 1.4285714285714286
82 82 -1.1428571428571428
83 83 -3.428571428571429
84 84 0.0714285714285714
85 85 -3.5
86 86 -2.500000000000001
87 87 2.3571428571428568
88 88 -1.9285714285714286
89 89 -0.1428571428571428
90 90 2.1428571428571432
91 91 -2.928571428571429
92 92 -1.6428571428571428
93 93 1.928571428571429
94 94 -6.071428571428571
95 95 0.5
96 96 0.9285714285714286
97 97 -0.07142857142857117
98 98 -5.0
99 99 -4.214285714285714
100 100 4.642857142857143
101 101 -4.142857142857143
102 102 -2.642857142857143
104 104 1.2857142857142858
105 105 -4.142857142857143
106 106 -7.5
107 107 0.3571428571428572
108 108 -3.5000000000000004
109 109 -2.7857142857142856
110 110 4.642857142857143
111 111 3.1428571428571432
112 112 2.7857142857142856
114 114 1.9285714285714288
115 115 2.2142857142857144
116 116 3.7857142857142856
117 117 2.7857142857142856
118 118 2.357142857142857
1 2 -1.7857142857142858
1 5 -0.5714285714285714
1 17 -2.0
1 21 -0.9285714285714286
1 38 1.3571428571428572
1 43 1.7857142857142858
2 3 1.7857142857142858
2 5 1.3571428571428572
2 6 -1.3571428571428572
