12 32
1 1 2.571428571428571
2 2 -2.428571428571429
3 3 -1.7142857142857144
4 4 -0.1428571428571428
6 6 -2.1428571428571432
7 7 1.5714285714285714
8 8 -0.6428571428571432
9 9 -1.214285714285714
10 10 -2.5
11 11 -2.7857142857142856
12 12 0.5714285714285712
1 3 -0.5714285714285714
1 7 -2.0
2 3 0.9285714285714286
2 5 -0.9285714285714286
2 8 0.9285714285714286
2 10 0.5714285714285714
2 11 0.9285714285714286
3 10 1.3571428571428572
4 9 -1.3571428571428572
4 10 0.5714285714285714
4 11 0.9285714285714286
5 7 -1.3571428571428572
5 8 1.3571428571428572
5 11 0.9285714285714286
6 7 1.7857142857142858
6 8 0.9285714285714286
6 12 -0.5714285714285714
8 11 -0.5714285714285714
8 12 -2.0
9 11 0.5714285714285714
9 12 2.0
