172 648
1 1 3.0
2 2 -2.5
3 3 -0.2857142857142856
4 4 -3.2142857142857144
5 5 2.2142857142857144
6 6 4.214285714285714
7 7 2.571428571428571
8 8 1.7857142857142858
9 9 -1.3571428571428572
10 10 -0.35714285714285743
11 11 -2.5
12 12 -0.5714285714285714
13 13 6.928571428571429
14 14 2.571428571428571
15 15 -1.5714285714285716
16 16 0.9285714285714286
17 17 -1.5714285714285716
18 18 -0.714285714285714
19 19 0.1428571428571428
21 21 0.9285714285714286
22 22 -0.7857142857142856
23 23 -3.5
24 24 0.4285714285714284
25 25 -4.357142857142858
26 26 -0.6428571428571428
27 27 3.2857142857142856
28 28 -1.2142857142857144
29 29 -2.2857142857142856
30 30 1.1428571428571428
31 31 0.2142857142857142
32 32 0.7142857142857142
33 33 -4.642857142857142
34 34 4.2857142857142865
35 35 -5.357142857142858
36 36 1.7857142857142858
37 37 4.642857142857143
38 38 4.0
39 39 3.9285714285714293
40 40 0.4999999999999998
41 41 -4.571428571428571
42 42 -2.142857142857143
43 43 -5.142857142857143
44 44 -0.6428571428571419
45 45 -3.928571428571428
46 46 -0.8571428571428572
47 47 -2.6428571428571432
48 48 -3.6428571428571423
49 49 -3.1428571428571432
50 50 -1.5714285714285716
51 51 -0.2142857142857144
52 52 -2.571428571428571
53 53 -1.7857142857142858
54 54 -4.2857142857142865
55 55 -6.071428571428571
56 56 0.1428571428571428
57 57 8.071428571428573
58 58 -4.642857142857143
59 59 -4.928571428571429
60 60 -0.0714285714285714
61 61 3.1428571428571432
62 62 3.6428571428571432
63 63 2.2142857142857144
64 64 -1.857142857142857
65 65 1.2142857142857144
66 66 -4.928571428571429
67 67 2.928571428571429
68 68 -4.571428571428571
69 69 -4.0
70 70 -0.5714285714285712
71 71 -3.0
72 72 3.4999999999999996
73 73 -4.428571428571429
74 74 -8.642857142857142
75 75 0.2857142857142858
76 76 -0.28571428571428603
77 77 -3.3571428571428568
78 78 -5.500000000000001
79 79 -1.7142857142857142
80 80 4.857142857142857
81 81 3.142857142857143
82 82 -1.3571428571428572
83 83 3.6428571428571432
84 84 -1.642857142857143
85 85 0.785714285714286
86 86 -0.5000000000000002
87 87 -2.4285714285714284
88 88 1.3571428571428572
89 89 1.4285714285714288
90 90 2.2857142857142856
91 91 5.5
92 92 1.857142857142857
93 93 -0.8571428571428574
94 94 -4.785714285714286
95 95 -9.285714285714285
96 96 -3.428571428571429
97 97 1.6428571428571428
98 98 -1.4999999999999998
99 99 -3.428571428571429
100 100 -1.8571428571428572
101 101 -3.5
102 102 6.714285714285715
103 103 5.857142857142857
104 104 4.571428571428571
105 105 3.7857142857142856
106 106 -1.3571428571428574
107 107 -6.928571428571429
108 108 0.2857142857142856
109 109 1.1428571428571423
110 110 -1.7142857142857142
111 111 1.2857142857142856
112 112 -4.5
113 113 2.2142857142857144
114 114 1.3571428571428572
115 115 -1.2142857142857144
116 116 -2.5
117 117 -1.3571428571428572
118 118 -6.857142857142858
119 119 2.2857142857142856
120 120 -2.6428571428571432
121 121 0.4285714285714288
122 122 0.7857142857142858
123 123 3.428571428571429
124 124 1.857142857142857
125 125 -2.0
126 126 7.214285714285714
127 127 -5.071428571428572
128 128 -4.142857142857143
129 129 -2.6428571428571423
130 130 -10.285714285714285
131 131 5.857142857142857
132 132 1.3571428571428572
133 133 -0.7857142857142858
134 134 0.2857142857142856
135 135 3.214285714285715
136 136 -3.5714285714285716
137 137 -1.6428571428571428
138 138 6.928571428571429
139 139 6.714285714285715
140 140 -1.5714285714285714
141 141 1.642857142857143
142 142 -3.357142857142857
143 143 6.2142857142857135
144 144 -0.8571428571428572
145 145 -1.5
146 146 -0.6428571428571428
147 147 -0.0714285714285714
148 148 -3.3571428571428577
149 149 -1.7857142857142858
150 150 0.14285714285714257
151 151 2.357142857142857
152 152 6.7142857142857135
153 153 -0.07142857142857184
154 154 -1.2857142857142856
155 155 0.3571428571428572
156 156 -3.2857142857142856
157 157 3.571428571428572
158 158 -1.8571428571428574
159 159 2.0714285714285716
160 160 -2.571428571428571
161 161 4.642857142857142
162 162 5.0
163 163 2.0
164 164 -7.857142857142858
165 165 -2.285714285714286
166 166 -6.071428571428572
167 167 -2.357142857142857
168 168 3.0
169 169 -0.4285714285714284
170 170 -1.0714285714285714
171 171 2.357142857142857
172 172 4.428571428571429
1 2 0.9285714285714286
1 8 -1.7857142857142858
1 27 -0.9285714285714286
1 31 -0.5714285714285714
1 51 1.3571428571428572
1 57 -2.0
2 3 1.7857142857142858
2 8 -0.5714285714285714
2 9 -1.3571428571428572
2 81 -0.5714285714285714
2 89 0.9285714285714286
2 118 1.3571428571428572
3 4 0.9285714285714286
3 9 0.9285714285714286
3 10 -1.7857142857142858
3 17 1.3571428571428572
3 19 -0.5714285714285714
3 155 -0.5714285714285714
3 159 -1.7857142857142858
4 10 0.9285714285714286
4 11 0.9285714285714286
4 72 -0.9285714285714286
4 76 1.3571428571428572
5 6 -1.7857142857142858
5 13 -1.7857142857142858
5 71 1.3571428571428572
6 7 -2.0
6 13 -1.7857142857142858
6 14 0.9285714285714286
6 106 1.3571428571428572
6 135 -0.9285714285714286
7 14 2.0
7 15 -0.5714285714285714
7 172 -2.0
8 9 0.9285714285714286
8 51 1.7857142857142858
8 57 -1.3571428571428572
8 81 -1.3571428571428572
8 89 0.5714285714285714
9 10 -0.9285714285714286
9 118 1.7857142857142858
9 155 1.7857142857142858
9 159 -1.7857142857142858
10 11 1.7857142857142858
10 17 -0.5714285714285714
10 19 0.9285714285714286
11 12 0.5714285714285714
11 72 -1.3571428571428572
11 76 0.5714285714285714
11 107 2.0
11 111 -2.0
12 141 0.5714285714285714
12 150 -0.5714285714285714
13 14 -2.0
13 71 -1.3571428571428572
14 15 -0.5714285714285714
14 135 -2.0
14 172 -0.9285714285714286
15 16 1.7857142857142858
15 60 0.9285714285714286
16 92 -0.9285714285714286
16 125 -1.7857142857142858
17 18 1.3571428571428572
17 19 -0.5714285714285714
17 138 -1.7857142857142858
17 147 1.7857142857142858
18 19 0.9285714285714286
18 20 0.5714285714285714
18 42 0.5714285714285714
18 64 -0.9285714285714286
18 69 -1.7857142857142858
19 20 -1.7857142857142858
19 42 0.9285714285714286
20 64 2.0
20 69 -0.5714285714285714
20 99 1.7857142857142858
20 104 -2.0
21 24 -0.9285714285714286
22 23 -0.9285714285714286
22 30 -1.7857142857142858
22 36 0.9285714285714286
22 55 2.0
22 61 0.5714285714285714
23 24 0.9285714285714286
23 32 0.9285714285714286
23 86 0.5714285714285714
23 95 2.0
24 25 -1.7857142857142858
24 32 -2.0
24 158 2.0
24 162 1.3571428571428572
25 26 2.0
25 34 -0.9285714285714286
25 46 0.9285714285714286
25 49 1.7857142857142858
25 75 0.5714285714285714
25 79 1.7857142857142858
26 34 -2.0
26 109 -1.3571428571428572
26 114 -1.7857142857142858
26 144 1.7857142857142858
26 153 2.0
27 28 -0.5714285714285714
27 31 -1.7857142857142858
28 29 1.7857142857142858
28 31 1.3571428571428572
28 33 1.3571428571428572
28 37 -1.3571428571428572
28 63 -1.3571428571428572
29 30 -1.7857142857142858
29 33 1.3571428571428572
29 35 0.5714285714285714
29 97 -0.5714285714285714
29 127 0.9285714285714286
30 35 1.7857142857142858
30 36 -1.3571428571428572
30 164 2.0
31 33 1.3571428571428572
31 37 -0.5714285714285714
32 158 0.9285714285714286
32 162 -0.5714285714285714
33 35 0.5714285714285714
33 63 0.9285714285714286
33 97 -0.9285714285714286
34 75 -0.9285714285714286
34 79 0.9285714285714286
34 109 -1.3571428571428572
35 36 -1.3571428571428572
35 127 2.0
35 164 1.7857142857142858
37 40 -0.9285714285714286
37 57 -1.7857142857142858
38 39 -1.3571428571428572
38 42 -1.7857142857142858
38 43 -1.3571428571428572
38 44 -1.7857142857142858
38 73 1.3571428571428572
38 76 0.9285714285714286
39 43 0.5714285714285714
39 111 -1.3571428571428572
39 150 -1.7857142857142858
40 41 -1.3571428571428572
40 57 -0.9285714285714286
40 82 0.9285714285714286
40 89 1.7857142857142858
41 42 2.0
41 120 2.0
41 156 1.3571428571428572
41 159 0.5714285714285714
42 43 1.7857142857142858
42 44 -1.3571428571428572
43 73 1.7857142857142858
43 76 1.7857142857142858
43 111 0.5714285714285714
44 45 1.7857142857142858
44 47 1.3571428571428572
44 65 -1.3571428571428572
44 69 2.0
45 46 -2.0
45 47 -1.3571428571428572
45 48 1.3571428571428572
45 100 2.0
45 104 0.9285714285714286
45 130 1.7857142857142858
45 133 -0.5714285714285714
46 48 1.3571428571428572
46 49 -1.7857142857142858
46 167 0.5714285714285714
46 170 1.7857142857142858
47 48 1.3571428571428572
47 65 1.7857142857142858
47 69 1.7857142857142858
47 100 -1.3571428571428572
47 104 -0.9285714285714286
48 130 0.5714285714285714
48 133 1.3571428571428572
48 167 -0.5714285714285714
48 170 -1.7857142857142858
49 50 1.7857142857142858
49 54 1.3571428571428572
50 84 1.7857142857142858
50 90 -0.9285714285714286
