72 257
1 1 1.4285714285714286
2 2 -4.571428571428571
3 3 -2.571428571428572
4 4 4.2142857142857135
5 5 0.0714285714285714
6 6 4.071428571428572
7 7 2.071428571428571
8 8 -3.1428571428571432
9 9 4.428571428571428
10 10 -6.142857142857143
11 11 6.5
12 12 3.2142857142857144
13 13 2.0714285714285716
14 14 -1.357142857142857
15 15 1.9285714285714284
16 16 -5.928571428571429
17 17 3.571428571428571
18 18 2.571428571428571
19 19 -4.714285714285715
20 20 3.2142857142857144
21 21 -5.071428571428572
22 22 1.0714285714285714
23 23 -4.142857142857143
24 24 -1.7857142857142858
25 25 -0.2857142857142858
26 26 -3.4285714285714293
27 27 0.9285714285714286
28 28 -2.2142857142857144
29 29 -1.1428571428571426
30 30 4.785714285714286
31 31 5.571428571428571
32 32 -4.0
33 33 -0.7857142857142858
34 34 -0.2857142857142856
35 35 4.357142857142858
36 36 -8.857142857142858
37 37 1.7857142857142858
38 38 2.2857142857142865
39 39 4.7857142857142865
40 40 1.9999999999999998
41 41 -0.0714285714285714
42 42 3.1428571428571423
43 43 1.0
44 44 -2.2857142857142856
45 45 -3.3571428571428577
46 46 -5.428571428571429
47 47 -0.7857142857142856
48 48 2.5714285714285716
49 49 2.071428571428571
50 50 1.4285714285714286
51 51 2.357142857142857
52 52 -0.5714285714285716
53 53 -4.214285714285715
54 54 -3.7142857142857144
55 55 -0.7857142857142858
56 56 2.2857142857142856
57 57 0.8571428571428568
58 58 0.7857142857142858
59 59 0.7142857142857142
60 60 4.142857142857143
61 61 1.7857142857142858
63 63 2.0
64 64 -6.571428571428571
65 65 -4.357142857142858
66 66 -2.7857142857142856
67 67 -3.071428571428571
68 68 -5.142857142857142
69 69 -2.214285714285715
70 70 0.2142857142857142
71 71 1.7857142857142858
72 72 -1.7142857142857146
1 2 1.7857142857142858
1 13 -0.9285714285714286
1 30 -2.0
1 40 0.9285714285714286
1 44 -1.7857142857142858
1 54 0.5714285714285714
2 4 -1.3571428571428572
2 7 -1.7857142857142858
2 13 2.0
2 14 0.5714285714285714
2 18 1.3571428571428572
2 64 2.0
3 5 0.9285714285714286
3 6 1.7857142857142858
3 11 -0.5714285714285714
3 15 -0.9285714285714286
3 22 0.9285714285714286
3 66 1.3571428571428572
3 72 -0.9285714285714286
4 14 -0.5714285714285714
4 31 -0.9285714285714286
4 41 -1.3571428571428572
4 46 1.3571428571428572
4 55 -1.3571428571428572
5 33 1.3571428571428572
5 42 -2.0
5 49 -0.9285714285714286
5 58 0.5714285714285714
6 15 -1.3571428571428572
6 17 -1.7857142857142858
6 50 -1.7857142857142858
6 59 -0.9285714285714286
7 9 0.9285714285714286
7 13 0.5714285714285714
7 18 -2.0
7 26 -1.7857142857142858
7 34 2.0
8 10 1.7857142857142858
8 16 0.9285714285714286
8 19 1.7857142857142858
8 38 -1.3571428571428572
9 11 -2.0
9 18 -2.0
9 20 0.9285714285714286
9 51 -1.3571428571428572
9 67 -0.9285714285714286
10 12 0.5714285714285714
