172 647
1 1 -1.2857142857142858
2 2 -7.714285714285715
3 3 -2.2857142857142856
4 4 2.7142857142857135
5 5 1.2857142857142858
6 6 -5.071428571428571
7 7 2.7857142857142856
8 8 0.8571428571428577
9 9 -0.357142857142857
11 11 0.7142857142857149
12 12 -0.9285714285714286
13 13 -0.7857142857142858
14 14 5.214285714285715
15 15 0.5
16 16 1.7857142857142858
17 17 -3.7857142857142856
18 18 -4.642857142857143
19 19 0.3571428571428572
20 20 -4.357142857142858
21 21 -1.7857142857142858
22 22 3.2857142857142856
23 23 1.7142857142857144
24 24 -1.0000000000000002
25 25 -4.5
26 26 -2.2142857142857144
27 27 2.2857142857142856
28 28 -0.3571428571428572
29 29 -1.4285714285714286
30 30 -0.7857142857142858
31 31 -2.071428571428571
32 32 1.7142857142857144
33 33 -5.0
34 34 -2.7142857142857144
35 35 2.7857142857142856
36 36 1.3571428571428572
37 37 -4.142857142857142
38 38 -3.7857142857142856
39 39 -3.428571428571429
40 40 1.3571428571428572
41 41 1.0714285714285714
42 42 -1.5714285714285716
43 43 -6.5
44 44 -1.0
45 45 2.571428571428571
46 46 -0.857142857142857
47 47 -0.5714285714285714
48 48 4.928571428571429
49 49 -2.0
50 50 1.7857142857142858
51 51 -1.5714285714285714
52 52 1.1428571428571428
53 53 3.7857142857142856
54 54 -4.071428571428571
55 55 5.2857142857142865
56 56 1.642857142857143
57 57 1.7142857142857142
58 58 -4.285714285714286
59 59 -0.9285714285714286
60 60 -1.7142857142857142
61 61 -0.8571428571428572
62 62 8.071428571428571
63 63 2.5
64 64 3.428571428571429
65 65 3.214285714285715
66 66 5.071428571428571
67 67 -2.5714285714285716
68 68 -3.1428571428571432
69 69 -0.9285714285714286
70 70 4.7857142857142865
71 71 -0.2142857142857144
72 72 1.8571428571428574
73 73 0.8571428571428574
74 74 -4.428571428571429
75 75 -2.8571428571428568
76 76 0.2142857142857142
77 77 6.2857142857142865
79 79 -6.571428571428571
80 80 -4.071428571428571
81 81 1.7857142857142858
82 82 0.7857142857142858
83 83 5.285714285714286
84 84 1.0
85 85 5.285714285714286
86 86 1.7142857142857144
87 87 4.142857142857142
88 88 3.7857142857142856
89 89 -3.0
90 90 0.9285714285714286
91 91 -0.35714285714285676
92 92 -3.5714285714285716
93 93 -1.142857142857143
94 94 -6.928571428571429
95 95 1.0714285714285716
96 96 -0.7857142857142856
97 97 4.142857142857143
98 98 5.571428571428571
99 99 -0.28571428571428603
100 100 -9.0
101 101 -1.7857142857142858
102 102 2.428571428571429
103 103 1.8571428571428572
104 104 0.9285714285714286
