72 257
1 1 1.7142857142857146
2 2 2.2142857142857144
3 3 -1.9285714285714288
4 4 1.6428571428571426
5 5 -2.071428571428571
6 6 1.2857142857142858
7 7 -3.6428571428571432
8 8 1.5000000000000002
9 9 0.7857142857142863
10 10 -2.6428571428571423
11 11 1.2857142857142856
12 12 5.357142857142858
13 13 -3.6428571428571432
14 14 -6.642857142857143
15 15 4.857142857142858
16 16 1.7142857142857144
17 17 4.357142857142858
18 18 -0.07142857142857117
19 19 3.5
20 20 -2.357142857142857
21 21 4.0
22 22 -2.571428571428571
23 23 -1.4285714285714286
24 24 0.7857142857142854
25 25 -0.2857142857142856
26 26 -3.0
27 27 3.8571428571428568
28 28 -1.4285714285714284
29 29 -0.642857142857143
30 30 1.642857142857143
31 31 3.1428571428571432
32 32 -2.1428571428571432
33 33 -3.714285714285714
34 34 3.7857142857142856
35 35 3.0
36 36 -7.142857142857143
37 37 2.2142857142857144
38 38 1.2142857142857144
39 39 3.428571428571428
40 40 -5.0
41 41 6.2142857142857135
42 42 -2.5
43 43 3.1428571428571423
44 44 2.7142857142857144
45 45 0.5714285714285714
46 46 -8.785714285714286
47 47 1.4285714285714286
48 48 -0.14285714285714302
49 49 -2.2857142857142856
50 50 0.2857142857142856
51 51 -2.2142857142857144
52 52 -1.2142857142857144
53 53 -1.7857142857142858
54 54 2.2857142857142856
55 55 -1.5
56 56 7.071428571428573
57 57 0.14285714285714302
58 58 -2.2857142857142856
59 59 -4.071428571428571
61 61 -3.2142857142857144
62 62 -2.0
63 63 -3.285714285714286
64 64 -3.2857142857142856
65 65 -2.7142857142857144
66 66 1.1428571428571428
67 67 -2.642857142857143
68 68 -0.2857142857142856
69 69 -0.9285714285714286
70 70 4.857142857142858
71 71 0.5714285714285714
72 72 0.07142857142857162
1 2 -1.7857142857142858
1 13 1.7857142857142858
1 30 -0.9285714285714286
1 40 0.5714285714285714
1 44 -1.3571428571428572
2 4 -1.7857142857142858
2 7 1.7857142857142858
2 13 -2.0
2 14 0.9285714285714286
2 18 2.0
2 64 -1.3571428571428572
3 5 0.9285714285714286
3 6 -0.9285714285714286
3 11 -0.5714285714285714
3 15 -0.5714285714285714
3 22 2.0
3 66 -0.9285714285714286
3 72 2.0
4 14 1.7857142857142858
4 16 -0.5714285714285714
4 31 1.3571428571428572
4 41 -2.0
4 46 0.9285714285714286
4 55 -1.3571428571428572
5 33 0.5714285714285714
5 42 0.5714285714285714
5 49 -0.9285714285714286
5 58 0.9285714285714286
6 15 -0.9285714285714286
6 17 -2.0
6 50 0.5714285714285714
6 59 2.0
7 9 -2.0
7 13 0.9285714285714286
7 18 0.5714285714285714
7 26 1.7857142857142858
7 34 0.5714285714285714
8 10 -0.9285714285714286
8 16 2.0
8 19 -2.0
8 38 -0.5714285714285714
9 11 0.5714285714285714
9 18 -0.9285714285714286
9 20 -1.7857142857142858
9 51 2.0
9 67 1.3571428571428572
10 12 -2.0
10 19 1.7857142857142858
10 21 2.0
10 53 1.7857142857142858
11 20 1.3571428571428572
11 22 -2.0
11 27 -2.0
11 35 1.3571428571428572
12 17 -2.0
12 21 -1.3571428571428572
12 23 2.0
12 39 -2.0
13 14 0.9285714285714286
13 18 -2.0
13 30 2.0
13 40 2.0
14 16 -1.3571428571428572
14 46 2.0
14 55 1.7857142857142858
14 64 0.5714285714285714
15 17 0.5714285714285714
15 50 -1.3571428571428572
15 59 0.5714285714285714
15 66 -1.3571428571428572
15 72 -1.7857142857142858
16 19 -0.5714285714285714
16 31 0.5714285714285714
16 41 -1.7857142857142858
17 23 -0.9285714285714286
18 20 1.7857142857142858
18 67 -1.3571428571428572
19 21 -0.9285714285714286
19 70 -1.7857142857142858
20 22 2.0
20 27 -0.5714285714285714
20 35 -1.7857142857142858
20 51 1.3571428571428572
21 23 -0.5714285714285714
21 39 -1.7857142857142858
21 53 -1.3571428571428572
22 62 0.5714285714285714
23 71 0.9285714285714286
24 26 -0.5714285714285714
24 34 -2.0
24 44 1.7857142857142858
25 27 0.5714285714285714
25 33 2.0
25 49 -0.9285714285714286
25 56 -1.3571428571428572
26 28 -1.3571428571428572
26 36 1.7857142857142858
26 64 1.3571428571428572
27 29 1.3571428571428572
27 35 -1.7857142857142858
27 37 0.5714285714285714
27 66 -2.0
28 31 -0.9285714285714286
28 36 1.7857142857142858
28 38 0.5714285714285714
28 46 1.3571428571428572
29 37 -0.5714285714285714
29 39 -0.5714285714285714
29 50 1.7857142857142858
29 57 -1.3571428571428572
30 34 -1.7857142857142858
30 40 -0.9285714285714286
31 32 -0.5714285714285714
31 38 -1.7857142857142858
31 41 -1.7857142857142858
32 41 1.3571428571428572
32 45 1.3571428571428572
32 53 -0.9285714285714286
32 70 0.9285714285714286
33 35 0.5714285714285714
33 42 0.5714285714285714
34 36 -0.5714285714285714
35 37 -1.3571428571428572
36 38 0.5714285714285714
36 46 1.7857142857142858
36 64 1.7857142857142858
37 39 0.9285714285714286
37 50 -2.0
37 57 -1.7857142857142858
37 66 2.0
40 60 1.3571428571428572
40 67 2.0
41 70 -2.0
42 61 1.3571428571428572
43 47 -0.5714285714285714
43 51 -0.5714285714285714
43 56 -2.0
44 47 -1.7857142857142858
44 54 -1.3571428571428572
45 48 -1.3571428571428572
45 52 -0.5714285714285714
45 53 1.3571428571428572
45 57 -1.3571428571428572
46 48 1.7857142857142858
46 55 0.9285714285714286
47 49 1.7857142857142858
47 54 0.5714285714285714
47 56 -2.0
47 60 0.5714285714285714
48 50 -2.0
48 52 -0.9285714285714286
48 55 -0.9285714285714286
48 57 1.7857142857142858
48 68 1.7857142857142858
49 56 0.5714285714285714
49 58 1.7857142857142858
50 57 0.9285714285714286
50 59 1.7857142857142858
51 52 -0.5714285714285714
52 53 0.9285714285714286
52 57 0.5714285714285714
52 65 1.7857142857142858
